question,ideal_answer,user_answer,label
What is normalization?,Normalization is the process of organizing data in a database. This includes creating tables and establishing relationships between those tables according to rules designed both to protect the data and to make the database more flexible.,It is organizing the database to reduce redundancy and improve integrity.,2
What is open source software?,"Open source software is software with source code that anyone can inspect, modify, and enhance.",It is free software.,1
What is open source software?,"Open source software is software with source code that anyone can inspect, modify, and enhance.",It is free.,1
What is open source software?,"Open source software is software with source code that anyone can inspect, modify, and enhance.",It is software that is always open on your desktop.,0
What is open source?,"Open source software is software with source code that anyone can inspect, modify, and enhance. It is often developed collaboratively.","It is software where the code is free for anyone to look at, change, and improve.",2
What is output?,Output is data that a computer sends.,It is what comes out.,2
What is output?,Output is data that a computer sends.,It is data coming out.,2
What is parallelism?,Parallelism is the simultaneous execution of multiple processes or threads.,It is running multiple tasks at the exact same time.,2
What is polymorphism in OOP?,Polymorphism allows objects of different classes to be treated as objects of a common superclass. It enables a single interface to represent different underlying forms (data types).,It means many shapes.,1
What is polymorphism in OOP?,Polymorphism allows objects of different classes to be treated as objects of a common superclass. It enables a single interface to represent different underlying forms (data types).,"It lets different types of objects be handled through a shared interface, allowing the same method to work differently for each type.",2
What is polymorphism?,Polymorphism is the ability of an object to take on many forms. The most common use of polymorphism in OOP occurs when a parent class reference is used to refer to a child class object.,"It means objects can be treated as instances of their parent class, allowing for different underlying forms.",2
What is recursion?,Recursion is a method of solving a problem where the solution depends on solutions to smaller instances of the same problem.,It is when a function calls itself to solve a problem.,2
What is searching?,Searching is the process of finding a given value position in a list of values.,It is finding specific data within a collection.,2
What is social media?,"Social media are interactive technologies that allow the creation or sharing/exchange of information, ideas, interests, and other forms of expression via virtual communities and networks.",It is Facebook.,1
What is software engineering?,Software engineering is the systematic application of engineering approaches to the development of software.,It is writing code.,1
What is software engineering?,Software engineering is the systematic application of engineering approaches to the development of software.,It is driving a train engine.,0
What is software?,"Software is a collection of instructions and data that tell the computer how to work. This is in contrast to physical hardware, from which the system is built and actually performs the work.",It is the programs on the computer.,2
What is sorting?,"Sorting is any process of arranging items systematically, and has two common, yet distinct meanings: ordering and categorizing.",It is arranging data in a specific order.,2
What is storage?,"Storage is a mechanism that enables a computer to retain data, either temporarily or permanently. It usually refers to long-term storage like hard drives.","It is where the computer keeps data for the long term, like on a hard disk.",2
What is the Agile Manifesto?,"The Agile Manifesto is a declaration of values and principles for software development. It prioritizes individuals and interactions over processes and tools, working software over comprehensive documentation, customer collaboration over contract negotiation, and responding to change over following a plan.",It is a book about how to write code faster.,0
What is the Box Model in CSS?,"The CSS Box Model is a container that wraps around every HTML element. It consists of: margins, borders, padding, and the actual content. It determines the layout and design of web pages.","The box model is how CSS handles space. It includes the margin, the border, the padding, and the content itself.",2
What is the CAP Theorem?,"The CAP Theorem states that a distributed data store can only guarantee two of the three consistency, availability, and partition tolerance simultaneously.",It is a theorem about hats.,0
What is the DOM?,"The DOM (Document Object Model) is a programming interface for HTML and XML documents. It represents the page so that programs can change the document structure, style, and content.",It is the code that makes the website look good.,1
What is the Internet?,The Internet is a global system of interconnected computer networks that use the Internet protocol suite (TCP/IP) to link devices worldwide.,It is the massive network that connects computers all over the world so they can talk to each other.,2
What is the MVC design pattern?,"MVC stands for Model-View-Controller. It separates an application into three components: The Model manages data and logic, the View handles the display, and the Controller processes user input and updates the Model and View.",It stands for Model View Controller. It splits the code into three parts to make it organized.,2
What is the MVC pattern?,"MVC stands for Model-View-Controller. It is a design pattern that separates an application into three main logical components: the model, the view, and the controller.","It separates the app into Model (data), View (UI), and Controller (logic).",2
What is the OSI model?,The OSI (Open Systems Interconnection) model is a conceptual framework used to describe the functions of a networking system. It characterizes computing functions into a universal set of rules and requirements.,It is a model for networking.,1
What is the Singleton pattern?,"The Singleton pattern is a design pattern that restricts the instantiation of a class to one single"" instance. This is useful when exactly one object is needed to coordinate actions across the system.""",It ensures a class has only one instance and provides a global point of access to it.,2
What is the cloud?,"The cloud refers to servers that are accessed over the Internet, and the software and databases that run on those servers.",It is the internet.,1
What is the cloud?,"The cloud refers to servers that are accessed over the Internet, and the software and databases that run on those servers.",It is the white fluffy thing in the sky that makes rain.,0
What is the concept of 'scope' in JavaScript?,"Scope determines the accessibility of variables. Variables can have global scope, function scope, or block scope, meaning they are only visible within the context they were defined.","Scope dictates where variables can be used. It can be global, or limited to a specific function or block of code.",2
What is the difference between '==' and '===' in JavaScript?,"The '==' operator checks for equality after performing type conversion (loose equality), whereas '===' checks for equality without type conversion (strict equality), meaning both value and type must match.","One checks if they are equal, and the other checks if they are really equal.",1
What is the difference between GET and POST requests?,"GET is used to request data from a specified resource and parameters are included in the URL. POST is used to send data to a server to create/update a resource, with data included in the body of the request.",GET gets things and POST posts things.,1
What is the difference between GET and POST?,"GET is used to request data from a server and parameters are included in the URL. POST is used to send data to a server to create or update a resource, and data is in the body.","GET retrieves information with data in the link, while POST sends information to the server inside the request body.",2
What is the difference between RAM and ROM?,RAM (Random Access Memory) is volatile memory used for temporary storage while the computer is running. ROM (Read-Only Memory) is non-volatile memory used to store permanent instructions like firmware.,RAM is for games and ROM is for CDs.,0
What is the difference between TCP and HTTP?,"TCP (Transmission Control Protocol) is a transport layer protocol that establishes a reliable connection. HTTP (HyperText Transfer Protocol) is an application layer protocol used for transferring web resources, which typically runs on top of TCP.","TCP is for the internet connection, and HTTP is for websites.",1
What is the difference between TCP and IP?,TCP (Transmission Control Protocol) defines how applications can create channels of communication across a network. IP (Internet Protocol) defines how to address and route each packet to make sure it reaches the right destination.,"TCP sends data, IP is the address.",1
What is the difference between TCP and UDP?,TCP is a connection-oriented protocol that guarantees data delivery and order. UDP is connectionless and faster but does not guarantee that packets will arrive or arrive in order.,TCP connects and ensures all data arrives correctly. UDP is faster but doesn't check if the data actually made it there.,2
What is the difference between WHERE and HAVING in SQL?,"WHERE filters rows before the aggregation, while HAVING filters groups after the aggregations are performed.","WHERE is for rows, HAVING is for groups.",2
What is the difference between a class and an object?,"A class is a blueprint or template for creating objects, defining initial values and behaviors. An object is a specific instance of a class, with its own unique data.","A class is the code, an object is what runs.",1
What is the difference between a list and a set in Python?,A list is an ordered collection of elements that allows duplicates. A set is an unordered collection of unique elements.,"A list has an order, but a set does not have duplicates.",2
What is the difference between a list and a tuple in Python?,"Lists are mutable, meaning they can be changed after creation, and are defined by square brackets. Tuples are immutable, cannot be changed, and are defined by parentheses.","Lists are for storing things you want to change, and tuples are for things that stay the same.",2
What is the difference between a mutex and a semaphore?,"A mutex is a locking mechanism used to synchronize access to a resource, allowing only one thread to access it at a time. A semaphore is a signaling mechanism that can allow a specified number of threads to access a resource simultaneously.","A mutex is for one thread, and a semaphore is for many threads.",1
What is the difference between a process and a thread?,"A process is an instance of a program in execution with its own memory space. A thread is a segment of a process; multiple threads can exist within a single process and share the same memory space, making communication between them faster.","A thread is lighter than a process. Processes are big programs, but threads are just small parts of them.",1
What is the difference between a shallow copy and a deep copy?,A shallow copy creates a new object but inserts references into it to the objects found in the original. A deep copy creates a new object and recursively copies the objects found in the original.,"Shallow is surface level, deep goes all the way down.",1
What is the difference between a stack and a queue?,"A stack follows the LIFO (Last In First Out) principle, where the last element added is the first one removed. A queue follows the FIFO (First In First Out) principle, where the first element added is the first one removed.","A stack is LIFO, meaning the last item in is the first out. A queue is FIFO, meaning the first item in is the first out.",2
What is the difference between abstract class and interface?,"An abstract class can have method implementations and state (variables), while an interface (traditionally) only holds method signatures and constants. A class can implement multiple interfaces but extend only one abstract class.",They are basically the same thing but used in different languages.,0
What is the difference between authentication and authorization?,"Authentication is the process of verifying who a user is (e.g., logging in). Authorization is the process of verifying what specific applications, files, and data a user has access to (e.g., permissions).",Authentication is when you log in with a password. Authorization is when the system checks if you are allowed to see the admin page.,2
What is the difference between compile time and runtime?,Compile time is the period when the programming code is converted to machine code. Runtime is the period when the executable code is actually running on the computer.,"Compile time is when you write code, runtime is when you run it.",2
What is the difference between frontend and backend?,"Frontend refers to the client-side of an application that the user interacts with. Backend refers to the server-side that handles the database, logic, and authentication.","Frontend is what you see, backend is how it works.",2
What is the difference between inner join and outer join?,"An inner join returns only the rows where there is a match in both tables. An outer join returns all rows from one table and the matching rows from the other, filling with NULLs where no match exists.","Inner join is inside the table, outer join is outside.",0
What is the difference between method overloading and overriding?,Overloading occurs when two or more methods in the same class have the same name but different parameters. Overriding occurs when a subclass provides a specific implementation of a method that is already provided by its parent class.,"Overloading is too much code, overriding is replacing code.",0
What is the difference between shallow and deep copy?,"A shallow copy creates a new object but inserts references to the original elements. A deep copy creates a new object and recursively copies the elements, creating fully independent clones.","A shallow copy just points to the original items, while a deep copy makes a totally new, separate copy of everything.",2
What is the difference between supervised and unsupervised learning?,Supervised learning uses labeled datasets to train algorithms to classify data or predict outcomes. Unsupervised learning analyzes and clusters unlabeled datasets to discover hidden patterns or groupings without human intervention.,Supervised learning is when a human watches the AI learn. Unsupervised is when the AI learns on its own without anyone watching.,0
What is the difference between synchronous and asynchronous programming?,"Synchronous programming executes tasks sequentially, blocking the next task until the current one finishes. Asynchronous programming allows tasks to run in the background, non-blocking, so other code can execute while waiting.","In synchronous code, everything happens one after another, so one task stops everything else until it's done. Asynchronous code lets tasks run in the background without stopping the main program flow.",2
What is the function of the 'git clone' command?,The 'git clone' command is used to create a copy of a specific repository or branch within a repository.,It is used to clone yourself so you can do twice as much work.,0
What is the function of the 'git commit' command?,"The 'git commit' command captures a snapshot of the project's currently staged changes. It saves the changes to the local repository history, effectively serving as a 'save point' for the work done.",Git commit allows you to download the latest code from the remote server to your local machine.,0
What is the internet?,The Internet is a global system of interconnected computer networks that use the Internet protocol suite (TCP/IP) to link devices worldwide.,It is the web.,1
What is the purpose of 'git rebase'?,"Git rebase integrates changes from one branch into another by moving the entire branch to begin on the tip of the other branch. It creates a cleaner, linear project history compared to merging.","It moves your branch's changes to the end of another branch to keep the history in a straight line, which is cleaner than a standard merge.",2
What is the purpose of CSS?,"CSS (Cascading Style Sheets) is used to style and layout web pages, including altering the font, color, size, and spacing of content.","CSS stands for Computer Support Specialist, it is a job title.",0
What is the purpose of a DNS server?,A DNS (Domain Name System) server translates human-readable domain names (like [www.google.com](https://www.google.com)) into IP addresses (like 192.0.2.1) that computers use to identify each other on the network.,It turns website names into IP addresses so the computer can find the server.,2
What is the purpose of an IP address?,An IP address serves two principal functions: host or network interface identification and location addressing. It acts as a unique identifier for a device on a network.,It tells the internet where your computer is.,2
What is the purpose of an index in a database?,An index is a data structure that improves the speed of data retrieval operations on a database table at the cost of additional writes and storage space. It works like an index in a book.,It makes the database faster by sorting the data.,1
What is the purpose of an interface in C#?,An interface defines a contract. Any class or struct that implements that interface must implement the members defined in the interface.,It defines a set of methods that a class must implement.,2
What is the purpose of an interface?,"An interface defines a contract or a set of methods that a class must implement, without providing the implementation details. It allows for loose coupling and polymorphism.","It outlines the methods a class must have without saying how they work, which helps keep the code flexible and modular.",2
What is the purpose of the 'finally' block in Java?,The 'finally' block is used to execute important code such as closing connections or streams. It is always executed whether an exception is handled or not.,"It is a block of code that runs after the try-catch block, regardless of whether an exception occurred, often used for cleanup.",2
What is the purpose of the 'finally' block in exception handling?,The 'finally' block is used to execute a block of code whether an exception is handled or not. It is typically used to close resources like file streams or database connections.,The finally block runs at the end of the program to finish everything.,1
What is the purpose of the 'static' keyword in Java?,"The 'static' keyword indicates that a member belongs to the type itself, rather than to an instance of that type. This means only one instance of that static member exists, shared across all instances of the class.",Static means the variable cannot change.,0
What is the purpose of the 'this' keyword?,The 'this' keyword refers to the current object in a method or constructor. It acts as a reference to the object that invoked the method.,It points to this thing here.,0
What is the purpose of the 'virtual' keyword in C++?,"The 'virtual' keyword allows a function in a base class to be overridden in a derived class, enabling polymorphism. It ensures the correct function is called for an object, regardless of the type of reference used.","It lets a child class provide its own version of a method defined in the parent class, ensuring the right method runs based on the actual object type.",2
What is the purpose of version control?,"Version control systems record changes to a file or set of files over time so that you can recall specific versions later. It allows for collaboration, backup, and tracking of who made what changes.",It saves your files so you don't lose them.,1
What is the role of a Product Manager?,"A Product Manager identifies the customer need and the larger business objectives that a product or feature will fulfill, articulates what success looks like for a product, and rallies a team to turn that vision into a reality.",They manage the product.,1
What is the role of a load balancer?,"A load balancer distributes incoming network traffic across multiple servers. This ensures no single server bears too much load, improving responsiveness and availability.","It spreads traffic among several servers so that no single computer gets overwhelmed, which keeps the website fast and online.",2
What is the role of an Operating System?,An Operating System (OS) manages computer hardware and software resources and provides common services for computer programs. It acts as an intermediary between the user and the computer hardware.,It helps the computer run programs.,1
What is the role of an interface in Java?,"An interface in Java is a reference type, similar to a class, that can contain only constants, method signatures, default methods, static methods, and nested types. It is used to achieve abstraction and multiple inheritance.",It is a blueprint for a class that tells the class what methods it must implement.,2
What is the significance of the HTTP status code 404?,"HTTP 404 indicates that the server was able to contact the server, but the specific resource (page or file) requested could not be found. It stands for 'Not Found'.",It means the internet is broken or the website is down.,0
What is version control?,Version control is a system that records changes to a file or set of files over time so that you can recall specific versions later.,It tracks changes to files over time.,2
What is your approach to handling constructive criticism?,"I view constructive criticism as an opportunity for growth. I listen actively without becoming defensive, ask clarifying questions to ensure I understand the feedback, and then implement changes to improve my performance.","I try to listen when people tell me I did something wrong. It is not always easy, but I try to change what I am doing based on what they say.",1
What is your greatest professional strength?,"My greatest strength is my problem-solving ability. I enjoy breaking down complex technical issues into manageable components. For example, I recently optimized a legacy database query, reducing load times by 40%.",I am very good at talking to people and making friends.,1
What is your greatest weakness?,"I sometimes have trouble saying no to new projects, which can lead to overwork. I am working on better capacity planning.",Kryptonite is my greatest weakness.,0
What is your preferred management style?,I prefer a manager who sets clear goals but gives me the autonomy to determine how to achieve them.,I like a manager who brings donuts every day.,0
What makes you a good team player?,"I am an active listener and I value diverse opinions. I am always willing to help a teammate who is struggling, and I celebrate the team's successes rather than seeking individual credit.",I am good at working in teams because I am friendly.,1
What motivates you?,I am motivated by solving complex problems and seeing the tangible impact of my work on users. I also find motivation in collaborative environments where I can learn from others and share my knowledge.,Money and time off are my biggest motivators.,0
Where do you see yourself in five years?,I hope to be in a senior management position where I can mentor younger developers and drive strategic initiatives.,Hopefully winning the lottery and sitting on a beach.,0
Why are you leaving your current job?,I am looking for new challenges and an opportunity to grow my skills in a larger team environment.,My boss is annoying and I hate the commute.,0
Why do you want this job?,I am excited about your company's move into AI-driven healthcare. My background in data science and my passion for medical technology make me a perfect fit to contribute to your predictive diagnostics team.,I need the money.,0
Why do you want to leave your current job?,"I have learned a great deal at my current role, but I feel I have reached a ceiling in terms of technical growth. I am looking for a new challenge where I can work with larger distributed systems, which your company is known for.",My boss is a nightmare and I hate my coworkers.,0
Why do you want to leave your current role?,"I have learned a lot in my current role, but I am looking for a position that offers more challenges in cloud architecture, which is an area I know your company excels in.","I've outgrown my current job and want to move into a role that focuses more on cloud systems, which is why I want to join your team.",2
Why do you want to work for our company?,"I am impressed by your company's commitment to sustainability and innovation in the renewable energy sector. My background in electrical engineering aligns perfectly with your current projects, and I am eager to contribute to your mission.",I need a job that pays well and is close to my house. I also heard you have good benefits.,0
Why do you want to work for this company?,"I admire your company's commitment to sustainability and innovation in the energy sector, which aligns with my professional values.",My mom told me I need to get a job and get out of the house.,0
Why is diversity important in the workplace?,"Diversity brings different perspectives, experiences, and problem-solving approaches to the table. This fosters innovation, improves decision-making, and creates a more inclusive culture that attracts top talent.",Diversity is important because it is required by law and helps the company look good in reports.,0
Why is documentation important in software development?,"Documentation ensures that code is maintainable and understandable for future developers. It reduces onboarding time, helps in debugging, and serves as a reference for the system's architecture and API usage.",It helps people read the code.,1
Why should we hire you?,"You should hire me because I bring a unique combination of technical expertise in Python and a proven track record of leading successful teams. I am not just looking for a job, but a place where I can drive value and grow with the company.",Because I am the best candidate you will find. I am smart and hardworking.,0
